화정역 3번출구,파리바게뜨,37.6349363377313,126.83202783120868
백석역 5번출구,택시승강장,37.643404262824795,126.787861718418
마두역 5번출구,KEB하나은행,37.652863487680456,126.77749145349603
정발산역 4번출구,,37.65939513711768,126.77369804733276
주엽역 8번출구,,37.67002625270296,126.76203071060438
대화역 6번출구,CU편의점,37.67612841991568,126.74807408434062
대화마을 삼거리입구 횡단보도(자유로방향),,37.6668805252199,126.73400276132568
시장역 4번출구,,37.56332872673139,126.8102647750338
국민은행방화동지점(16-126),,37.57275748212941,126.8115766099914
양천향교역 5번출구,,37.56799514499147,126.84187318171516
가양역 10번출구,,37.56240677955314,126.85235449338214
등촌역 7번출구,,37.55088347115132,126.86397112176046
KEB하나은행 등촌파크지점,등촌동아이파크A 103동,37.544146160033755,126.86194655275614
스타벅스 화곡DT점,,37.53502293990133,126.86336633801747
목동역.홍익병원(15-284),목동역 2번출구,37.52808143676633,126.86397859935352
신정네거리역(15-303),,37.51990952652997,126.85285115706527
신트리사거리(15-225),,37.513038835704165,126.85606563749978
고척시장(17-226),,37.50317093107717,126.86201637991869
광명북중고등학교(14-127),,37.48736464625989,126.86758591140436
광명시청(14-088),광명시의회 건너편,37.47894483853478,126.86372288701467
철산역.광명경찰서(14-117),철산역2번출구,37.47492955977278,126.86654516661437
e편한세상센트리빌A GATE2,,37.46706588821935,126.86845821694394
광명우체국(14-154),주공3단지A 311동건너편,37.461234367676134,126.87493381417728
비계(20-130),한강현대A103동,37.50652246989542,126.9684876634288
원불교 서울회관 횡단보도,흑석역 1번출구,37.509395225119675,126.96345333720086
상도터널노량진동(20-157),노들역4번출구,37.512049779741126,126.95373042818915
상도역 1번출구(20-985),,37.50272192154995,126.94783269309248
숭실대입구역 2번출구,토모니베이커리,37.495827196083034,126.95378001772077
봉현초등학교(20-167),봉천동고개,37.49183663277209,126.95613448472058
동진빌딩,신한은행/관악프라자 건너편,37.48429019490191,126.9548160257523
스타벅스 서울대역점,서울대입구역 5번출구,37.48157928234368,126.95195436703467
봉천역 5번출구,,37.48256381687041,126.94229530218057
KT&G관악지점,기아자동차 서울대대리점,37.484815702436855,126.93665719460161
봉림교 가로공원 공중화장실,신림역 5번출구,37.484039443454684,126.92647629817247
난곡사거리 신한은행 관악신사동점,놀부보쌈 난곡점,37.482218918362946,126.91563253408147
모두의학교.금천문화예술정보학교(18-195),,37.478943659369875,126.90372557244847
독산3동 주민센터,청하할인마트 건너편,37.47514558609124,126.9033347621964
조마루감자탕 독산점,세진A 211동 옆,37.465244850467364,126.90225952758821
주사랑공동체교회,시흥4동교차로/남부여성발전센터,37.46207276154368,126.90436605997319
은행나무입구사거리(18-173),,37.451173913958755,126.90579828826364
백산초등학교(18-171),,37.44882299296356,126.90389980098449
석수역(중)(18-776),석수역 1번출구,37.43485654168351,126.90301372874232
천호역 9번출구 광성교회,,37.53776352676952,127.12292812892727
풍납사거리 KEB하나은행,쌍용APT 입구,37.52757537078221,127.11861242379763
잠실4동 우체국,잠실초등학교 옆,37.51996129318561,127.11232505582164
잠실5단지A 528동,잠실역 6번출구,37.51494152405811,127.09850654288567
잠실123한의원,석촌역 8번출구,37.50679951927936,127.10538645057756
석촌동 동화빌딩 횡단보도 앞,석촌역 5번출구,37.50351718231689,127.10834774986122
농협송파가락지점,송파역4번출구/일신여상 건너편,37.50033390948401,127.11127783743824
가락몰 2관,가락시장역 2번출구,37.494075385760084,127.11701304717212
문정역 3번 출구,,37.486078298921015,127.1221056189973
장지역 3번 출구,,37.47836161009056,127.12597091493006
태평역 5번출구 횡단보도,,37.43926047138996,127.1275833644783
모란시티 GS25 앞,,37.429694485084525,127.12915454926525
야탑역 KEB하나은행,야탑역 3번출구,37.41119282925057,127.12847328156305
이매역(07-197),이매역 9번출구/이매촌진흥A 808동,37.3967949207127,127.12810989885183
서현역.AK백화점(07-169),서현역 2번출구/육교아래,37.384382881679564,127.12431739546776
수내역.롯데백화점(07-100),수내역 1.2번출구/육교아래,37.37775612310035,127.11514980038021
정자역 4번출구,,37.36637403473562,127.10786237155581
미금역.청솔마을.2001아울렛(07-331),미금역 8번출구,37.35075402896938,127.10862443443744
오리역 택시정류장,오리역 4번출구,37.33928835206646,127.10870948300602
죽전초중고교.대현초교(29-219),LG베스트샵 죽전본점 건너편,37.332217522318544,127.10869929358174
죽전사거리 타이어365,죽전역 1번출구/죽전 신세계백화점 건너편,37.32609555685477,127.10810376660734
수지구청(47-091),수지우체국 옆,37.32094698004302,127.09674098521647
용인시평생학습관(29-097),수지도서관 앞,37.31964207176882,127.09477626579958
풍덕고교사거리(29-760),현대성우A 813동,37.31714951531999,127.09055385277172
현대홈타운(47-954),망현1육교 위,37.30988362923409,127.08311134048246
메르세데스벤츠코리아 용인수지센터,상현프라자 건너편,37.30391946574875,127.07535009904969
광교마을.린병원(47-767),광교경남아너스빌APT 건너편,37.29962700655161,127.06617889866195
수원광교박물관(04-057),광교사거리,37.29514723454956,127.05128208171803
대화마을삼거리입구횡단보도,킨텍스방향,0.0,0.0
대화역,,0.0,0.0
주엽역,,0.0,0.0
정발산역,,0.0,0.0
마두역,,0.0,0.0
백석역,,0.0,0.0
화정역,,0.0,0.0
광명역,,0.0,0.0
시흥사거리,,0.0,0.0
구로디지털단지역,,0.0,0.0
여의도역,,0.0,0.0
복정역,,0.0,0.0
장지역,,0.0,0.0
문정역,,0.0,0.0
가락시장역,,0.0,0.0
송파역,,0.0,0.0
석촌역,,0.0,0.0
잠실역,,0.0,0.0
천호역,,0.0,0.0
상현프라자,,0.0,0.0
